image_id,crop_type,disease_name,status,file_size_kb,width,height,brightness,blurriness_score
IMG_0344,Strawberry,Healthy,Healthy,1487.93,512,512,115.17,73.59
IMG_0345,Strawberry,Leaf_Scorch,Diseased,1656.99,256,256,149.54,35.1
IMG_0346,Peach,Bacterial_Spot,Diseased,1751.84,256,256,164.28,67.32
IMG_0347,Pepper,Healthy,Healthy,1176.72,256,256,159.15,49.24
IMG_0348,Corn,Healthy,Healthy,1561.73,256,256,101.32,16.64
IMG_0349,Apple,Black_Rot,Diseased,1156.36,1024,1024,137.29,12.13
IMG_0350,Pepper,Bell_Bacterial_Spot,Diseased,1978.13,256,256,156.2,196.51
IMG_0351,Pepper,Bell_Bacterial_Spot,Diseased,1423.32,256,256,105.06,30.91
IMG_0352,Cherry,Healthy,Healthy,1223.35,256,256,136.22,64.38
IMG_0353,Cherry,Healthy,Healthy,1569.34,512,512,112.57,13.4
IMG_0354,Strawberry,Leaf_Scorch,Diseased,,256,256,142.4,12.98
IMG_0355,Peach,Bacterial_Spot,Diseased,1575.12,256,256,138.23,21.47
IMG_0356,Cherry,Healthy,Healthy,862.51,512,512,121.04,209.92
IMG_0357,Peach,Healthy,Healthy,1949.15,1024,1024,135.79,13.13
IMG_0358,Potato,Early_Blight,Diseased,1707.02,256,256,114.66,17.21
IMG_0359,Potato,Early_Blight,Diseased,856.94,256,256,96.28,92.24
IMG_0360,Potato,Early_Blight,Diseased,1573.9,256,256,82.85,39.49
IMG_0361,Tomato,Late_Blight,Diseased,1328.3,1024,1024,15.33,72.19
IMG_0362,Strawberry,Healthy,Healthy,,256,256,123.8,58.69
IMG_0363,Pepper,Healthy,Healthy,1714.06,256,256,129.85,180.64
IMG_0364,Peach,Bacterial_Spot,Diseased,1803.76,512,512,117.22,40.65
IMG_0365,Tomato,Healthy,Healthy,1622.41,512,512,126.78,91.67
IMG_0366,Corn,Healthy,Healthy,1921.87,512,512,116.93,24.64
IMG_0367,Strawberry,Leaf_Scorch,Diseased,2339.89,256,256,113.72,259.95
IMG_0368,Strawberry,Leaf_Scorch,Diseased,1401.19,256,256,92.63,12.97
IMG_0369,Cherry,Powdery_Mildew,Diseased,1813.13,1024,1024,124.62,103.95
IMG_0370,Tomato,Early_Blight,Diseased,924.09,512,512,111.11,79.67
IMG_0371,Corn,Healthy,Healthy,1065.82,256,256,136.9,29.75
IMG_0372,Apple,Healthy,Healthy,1783.37,256,256,156.89,35.62
IMG_0373,Grape,Black_Rot,Diseased,1355.64,256,256,101.94,106.56
IMG_0374,Strawberry,Leaf_Scorch,Diseased,111.43,256,256,140.99,93.27
IMG_0375,Peach,Bacterial_Spot,Diseased,,512,512,108.6,48.73
IMG_0376,Peach,Healthy,Healthy,1071.58,256,256,81.42,10.0
IMG_0377,Strawberry,Healthy,Healthy,1229.72,1024,1024,96.41,23.1
IMG_0378,Apple,Rust,Diseased,1513.66,512,512,123.61,77.72
IMG_0379,Corn,Common_Rust,Diseased,809.68,256,256,152.91,33.18
IMG_0380,Pepper,Healthy,Healthy,1228.97,1024,1024,127.33,64.09
IMG_0381,Cherry,Powdery_Mildew,Diseased,1553.3,256,256,126.33,159.0
IMG_0382,Strawberry,Leaf_Scorch,Diseased,800.31,512,512,110.18,33.04
IMG_0383,Strawberry,Leaf_Scorch,Diseased,1713.8,512,512,157.54,75.28
IMG_0384,Strawberry,Leaf_Scorch,Diseased,1855.06,256,256,76.14,64.7
IMG_0385,,Common_Rust,Diseased,1624.68,256,256,,42.94
IMG_0386,Grape,Healthy,Healthy,1320.49,256,256,106.87,16.64
IMG_0387,Tomato,Early_Blight,Diseased,1521.57,512,512,128.02,28.47
IMG_0388,Pepper,Healthy,Healthy,2669.34,256,256,138.85,17.06
IMG_0389,Strawberry,Healthy,Healthy,1921.65,256,256,131.49,28.76
IMG_0390,Cherry,Powdery_Mildew,Diseased,2097.43,512,512,149.79,18.89
IMG_0391,Tomato,Late_Blight,Diseased,1478.15,256,256,153.35,115.18
IMG_0392,Corn,Healthy,Healthy,1404.04,256,256,85.02,66.59
IMG_0393,Potato,Early_Blight,Diseased,1716.42,256,256,137.45,37.09
IMG_0394,Pepper,Bell_Bacterial_Spot,Diseased,1438.61,256,256,97.9,206.53
IMG_0395,Tomato,Early_Blight,Diseased,2105.44,512,512,108.46,25.35
IMG_0396,Potato,Late_Blight,Diseased,1254.66,512,512,135.71,17.77
IMG_0397,Cherry,Powdery_Mildew,Diseased,1453.35,256,256,92.37,61.31
IMG_0398,Pepper,Bell_Bacterial_Spot,Diseased,1210.76,256,256,125.33,53.8
IMG_0399,Grape,Black_Rot,Diseased,1907.06,1024,1024,88.38,76.69
IMG_0400,Corn,Common_Rust,Diseased,1608.6,512,512,114.04,59.37
IMG_0401,Grape,Black_Rot,Diseased,5476.61,1024,1024,142.56,65.81
IMG_0402,Pepper,Bell_Bacterial_Spot,Diseased,850.58,256,256,125.59,14.4
IMG_0403,Strawberry,Healthy,Healthy,1604.36,256,256,156.54,49.58
IMG_0404,Strawberry,Healthy,Healthy,1618.85,512,512,128.7,12.57
IMG_0405,Grape,Black_Rot,Diseased,1470.35,256,256,137.58,37.65
IMG_0406,Tomato,Healthy,Healthy,1403.14,256,256,111.58,34.17
IMG_0407,Grape,Black_Rot,Diseased,1866.7,256,256,112.28,27.23
IMG_0408,Tomato,Late_Blight,Diseased,1222.91,256,256,127.99,133.41
IMG_0409,Corn,Common_Rust,Diseased,1899.73,256,256,137.82,17.8
IMG_0410,Potato,Early_Blight,Diseased,1405.17,256,256,139.34,54.61
IMG_0411,Cherry,Powdery_Mildew,Diseased,1310.73,256,256,126.07,36.28
IMG_0412,Pepper,Healthy,Healthy,1487.77,256,256,152.51,78.67
IMG_0413,Apple,Black_Rot,Diseased,1416.43,512,512,137.02,50.3
IMG_0414,Strawberry,Leaf_Scorch,Diseased,2007.17,512,512,140.55,22.17
IMG_0415,Cherry,Healthy,Healthy,1727.63,256,256,92.84,126.94
IMG_0416,Pepper,Bell_Bacterial_Spot,Diseased,1993.01,512,512,123.93,117.87
IMG_0417,Cherry,Healthy,Healthy,1344.24,256,256,120.49,69.2
IMG_0418,Cherry,Powdery_Mildew,Diseased,2136.36,256,256,124.71,46.17
IMG_0419,Pepper,Healthy,Healthy,1216.17,256,256,116.49,24.08
IMG_0420,Cherry,Powdery_Mildew,Diseased,996.6,256,256,98.49,57.89
IMG_0421,Strawberry,Leaf_Scorch,Diseased,1714.55,256,256,136.67,29.84
IMG_0422,Pepper,Bell_Bacterial_Spot,Diseased,1646.63,256,256,97.7,16.23
IMG_0423,Cherry,Healthy,Healthy,1504.07,256,256,151.83,161.25
IMG_0424,Tomato,Late_Blight,Diseased,1659.12,256,256,150.42,118.41
IMG_0425,Strawberry,Healthy,Healthy,1612.25,512,512,162.96,30.3
IMG_0426,Strawberry,Leaf_Scorch,Diseased,2203.45,256,256,144.04,41.4
IMG_0427,Corn,Healthy,Healthy,1994.98,1024,1024,84.62,34.67
IMG_0428,Strawberry,Healthy,Healthy,1317.08,1024,1024,113.59,33.54
IMG_0429,Pepper,Bell_Bacterial_Spot,Diseased,1473.2,256,256,144.23,33.46
IMG_0430,Grape,Black_Rot,Diseased,1271.45,256,256,91.52,64.19
IMG_0431,Tomato,Late_Blight,Diseased,1607.41,256,256,144.74,79.67
IMG_0432,Cherry,Healthy,Healthy,2105.2,256,256,125.05,77.79
IMG_0433,Cherry,Healthy,Healthy,1560.35,512,512,161.29,63.09
IMG_0434,Grape,Healthy,Healthy,1452.85,256,256,103.06,73.01
IMG_0435,Pepper,Healthy,Healthy,1247.88,256,256,112.76,45.37
IMG_0436,Tomato,Early_Blight,Diseased,1096.78,256,256,146.46,89.54
IMG_0437,Pepper,Bell_Bacterial_Spot,Diseased,1539.32,256,256,96.17,69.31
IMG_0438,Grape,Black_Rot,Diseased,1478.87,256,256,158.28,81.53
IMG_0439,Pepper,Healthy,Healthy,1604.18,256,256,83.04,11.71
IMG_0440,Corn,Healthy,Healthy,1284.46,256,256,93.6,29.51
IMG_0441,Peach,Healthy,Healthy,1368.22,1024,1024,172.9,24.32
IMG_0442,Pepper,Bell_Bacterial_Spot,Diseased,1792.75,256,256,144.61,78.95
IMG_0443,Apple,Black_Rot,Diseased,2479.78,256,256,157.49,104.58
IMG_0444,Pepper,Bell_Bacterial_Spot,Diseased,1029.48,256,256,87.74,10.86
IMG_0445,Peach,Healthy,Healthy,1087.31,256,256,92.66,36.79
IMG_0446,Apple,Black_Rot,Diseased,1945.34,256,256,149.83,17.45
IMG_0447,Strawberry,Healthy,Healthy,1921.84,256,256,130.18,41.68
IMG_0448,Corn,Healthy,Healthy,1579.56,256,256,141.05,45.06
IMG_0449,Potato,Healthy,Healthy,1076.44,1024,1024,113.95,69.72
IMG_0450,Strawberry,Healthy,Healthy,2092.67,256,256,122.72,19.88
IMG_0451,Pepper,Healthy,Healthy,,1024,1024,115.57,1.94
IMG_0452,Peach,Healthy,Healthy,2394.51,256,256,156.7,116.69
IMG_0453,Potato,Late_Blight,Diseased,1677.85,256,256,104.08,70.64
IMG_0454,Peach,Healthy,Healthy,1916.36,256,256,162.49,63.8
IMG_0455,Cherry,Healthy,Healthy,1751.81,256,256,,123.83
IMG_0456,Cherry,Powdery_Mildew,Diseased,1178.27,256,256,102.5,13.47
IMG_0457,Cherry,Healthy,Healthy,1637.23,1024,1024,94.22,21.84
IMG_0458,Potato,Healthy,Healthy,1623.38,256,256,80.84,17.97
IMG_0459,Apple,Black_Rot,Diseased,819.11,512,512,99.04,16.94
IMG_0460,Cherry,Healthy,Healthy,1314.87,256,256,94.21,92.78
IMG_0461,Potato,Early_Blight,Diseased,1487.42,256,256,145.56,53.46
IMG_0462,Peach,Healthy,Healthy,1160.63,256,256,111.85,14.29
IMG_0463,Cherry,Powdery_Mildew,Diseased,1866.16,256,256,120.95,52.7
IMG_0464,Apple,Black_Rot,Diseased,1280.18,512,512,124.39,237.59
IMG_0465,Strawberry,Healthy,Healthy,1026.26,256,256,133.07,101.08
IMG_0466,Cherry,Powdery_Mildew,Diseased,1300.25,512,512,107.15,81.87
IMG_0467,Peach,Bacterial_Spot,Diseased,2191.65,256,256,137.3,144.65
IMG_0468,Pepper,Bell_Bacterial_Spot,Diseased,1529.71,256,256,91.81,20.1
IMG_0469,Potato,Early_Blight,Diseased,2052.71,256,256,138.15,149.76
IMG_0470,Tomato,Healthy,Healthy,2249.21,512,512,113.34,22.46
IMG_0471,Corn,Healthy,Healthy,2511.83,512,512,131.31,33.62
IMG_0472,Tomato,Early_Blight,Diseased,1749.77,256,256,101.06,23.53
IMG_0473,Cherry,Healthy,Healthy,1780.5,512,512,93.71,70.62
IMG_0474,Cherry,Healthy,Healthy,1572.64,512,512,145.99,33.56
IMG_0475,Potato,Late_Blight,Diseased,1952.39,256,256,111.44,41.59
IMG_0476,Corn,Common_Rust,Diseased,1800.11,256,256,148.16,291.32
IMG_0477,Apple,Healthy,Healthy,878.75,256,256,104.91,26.5
IMG_0478,Tomato,Healthy,Healthy,1379.4,512,512,134.71,84.09
IMG_0479,Corn,Common_Rust,Diseased,926.21,512,512,87.58,37.11
IMG_0480,Peach,Bacterial_Spot,Diseased,1077.07,256,256,83.18,55.48
IMG_0481,Pepper,Bell_Bacterial_Spot,Diseased,1256.45,256,256,12.69,132.05
IMG_0482,Grape,Healthy,Healthy,1133.27,256,256,132.75,38.6
IMG_0483,Apple,Rust,Diseased,1217.99,256,256,112.85,48.94
IMG_0484,Peach,Healthy,Healthy,1325.1,256,256,102.57,18.88
IMG_0485,Peach,Bacterial_Spot,Diseased,1477.92,256,256,114.43,79.55
IMG_0486,Peach,Healthy,Healthy,1693.95,256,256,92.61,86.67
IMG_0487,Apple,Black_Rot,Diseased,1120.43,256,256,174.73,28.83
IMG_0488,Cherry,Healthy,Healthy,2198.95,256,256,86.39,38.1
IMG_0489,Tomato,Early_Blight,Diseased,1477.38,256,256,161.32,76.19
IMG_0490,Strawberry,Leaf_Scorch,Diseased,979.1,256,256,103.43,22.29
IMG_0491,Cherry,Healthy,Healthy,1135.05,512,512,139.48,51.11
IMG_0492,Grape,Black_Rot,Diseased,1575.39,256,256,131.23,13.93
IMG_0493,Corn,Healthy,Healthy,1569.78,256,256,163.98,57.98
IMG_0494,Cherry,Healthy,Healthy,1165.48,512,512,135.6,37.54
IMG_0495,Strawberry,Leaf_Scorch,Diseased,1473.61,256,256,75.26,40.62
IMG_0496,Peach,Bacterial_Spot,Diseased,1680.26,256,256,,96.74
IMG_0497,Tomato,Early_Blight,Diseased,634.28,256,256,119.58,14.42
IMG_0498,Tomato,Early_Blight,Diseased,1368.56,1024,1024,,52.96
IMG_0499,Tomato,Healthy,Healthy,1664.3,256,256,155.75,11.66
IMG_0500,Corn,Healthy,Healthy,1425.28,256,256,129.14,51.3
IMG_0501,Cherry,Healthy,Healthy,6121.47,512,512,123.35,23.16
IMG_0502,Apple,Rust,Diseased,855.97,512,512,143.64,24.74
IMG_0503,Tomato,Healthy,Healthy,1072.29,256,256,96.49,20.03
IMG_0504,Grape,Black_Rot,Diseased,785.22,256,256,136.13,29.11
IMG_0505,Strawberry,Leaf_Scorch,Diseased,1641.42,1024,1024,152.61,35.81
IMG_0506,Pepper,Healthy,Healthy,1397.63,256,256,,122.02
IMG_0507,Cherry,Powdery_Mildew,Diseased,1341.3,512,512,116.28,49.65
IMG_0508,Strawberry,Leaf_Scorch,Diseased,,1024,1024,143.47,98.16
IMG_0509,Tomato,Healthy,Healthy,2103.05,256,256,160.02,35.56
IMG_0510,Cherry,Powdery_Mildew,Diseased,1223.14,256,256,169.45,40.78
IMG_0511,Potato,Late_Blight,Diseased,1114.61,256,256,133.35,134.41
IMG_0512,Strawberry,Healthy,Healthy,1250.43,256,256,126.32,74.41
IMG_0513,Cherry,Powdery_Mildew,Diseased,1046.93,256,256,137.46,17.28
IMG_0514,Potato,Late_Blight,Diseased,1637.74,256,256,72.77,34.95
IMG_0515,Corn,Common_Rust,Diseased,1427.03,512,512,82.96,35.35
IMG_0516,Cherry,Healthy,Healthy,1512.43,256,256,128.84,127.3
IMG_0517,Cherry,Healthy,Healthy,1035.23,256,256,93.84,14.71
IMG_0518,Grape,Healthy,Healthy,1376.44,256,256,110.38,30.17
IMG_0519,Cherry,Powdery_Mildew,Diseased,1645.27,512,512,139.3,22.18
IMG_0520,Corn,Healthy,Healthy,1707.82,256,256,146.98,31.28
IMG_0521,Potato,Early_Blight,Diseased,1468.7,512,512,119.16,24.15
IMG_0522,Pepper,Bell_Bacterial_Spot,Diseased,1464.35,256,256,99.04,15.89
IMG_0523,Pepper,Healthy,Healthy,1612.16,256,256,90.43,63.41
IMG_0524,Corn,Healthy,Healthy,1644.82,256,256,89.77,18.49
IMG_0525,Cherry,Healthy,Healthy,1857.18,512,512,,36.48
IMG_0526,Potato,Early_Blight,Diseased,2231.85,256,256,149.97,146.23
IMG_0527,Peach,Bacterial_Spot,Diseased,1722.24,256,256,118.91,62.79
IMG_0528,Corn,Healthy,Healthy,2471.71,512,512,123.83,26.97
IMG_0529,Potato,Healthy,Healthy,1097.49,256,256,154.66,64.11
IMG_0530,Pepper,Healthy,Healthy,1362.41,256,256,103.62,70.43
IMG_0531,Strawberry,Healthy,Healthy,1385.53,1024,1024,109.19,14.26
IMG_0532,Potato,Healthy,Healthy,654.05,256,256,121.19,27.54
IMG_0533,Strawberry,Healthy,Healthy,2002.39,256,256,73.48,49.56
IMG_0534,Corn,Healthy,Healthy,1332.34,256,256,159.45,105.39
IMG_0535,Grape,Healthy,Healthy,2260.62,1024,1024,151.53,155.87
IMG_0536,Apple,Healthy,Healthy,1597.93,256,256,96.1,60.22
IMG_0537,Cherry,Powdery_Mildew,Diseased,1534.57,1024,1024,104.45,93.95
IMG_0538,Tomato,Late_Blight,Diseased,1414.33,256,256,115.5,61.77
IMG_0539,Tomato,Late_Blight,Diseased,1133.49,256,256,113.01,168.07
IMG_0540,Apple,Black_Rot,Diseased,2042.18,256,256,110.56,56.71
IMG_0541,Strawberry,Healthy,Healthy,1386.85,256,256,148.39,47.95
IMG_0542,Apple,Rust,Diseased,1252.37,256,256,113.39,43.57
IMG_0543,Grape,Healthy,Healthy,2163.28,256,256,141.67,52.51
IMG_0544,Grape,Black_Rot,Diseased,1814.52,512,512,154.22,85.79
IMG_0545,Strawberry,Healthy,Healthy,1467.77,512,512,93.8,47.07
IMG_0546,Apple,Rust,Diseased,719.36,256,256,138.45,99.31
IMG_0547,Apple,Healthy,Healthy,880.42,256,256,101.9,68.45
IMG_0548,Grape,Healthy,Healthy,1603.19,256,256,147.97,17.29
IMG_0549,Peach,Bacterial_Spot,Diseased,1292.34,256,256,134.84,131.15
IMG_0550,Corn,Healthy,Healthy,2365.6,1024,1024,165.89,179.88
IMG_0551,Grape,Black_Rot,Diseased,1581.26,256,256,126.9,29.14
IMG_0552,Strawberry,Healthy,Healthy,1698.71,512,512,86.68,13.15
IMG_0553,Tomato,Healthy,Healthy,674.02,256,256,137.68,34.49
IMG_0554,Corn,Healthy,Healthy,1225.6,256,256,115.98,75.56
IMG_0555,Tomato,Early_Blight,Diseased,1292.03,256,256,100.39,27.65
IMG_0556,Corn,Healthy,Healthy,1303.17,256,256,105.82,50.19
IMG_0557,Potato,Late_Blight,Diseased,1157.77,256,256,134.06,19.44
IMG_0558,Apple,Healthy,Healthy,1088.83,512,512,128.49,29.22
IMG_0559,Cherry,Powdery_Mildew,Diseased,2408.58,512,512,124.0,16.64
IMG_0560,Cherry,Healthy,Healthy,1338.24,256,256,96.82,46.31
IMG_0561,Corn,Healthy,Healthy,1411.01,512,512,111.55,14.5
IMG_0562,Cherry,Powdery_Mildew,Diseased,2318.74,256,256,107.38,33.98
IMG_0563,Pepper,Healthy,Healthy,1836.29,256,256,103.39,95.88
IMG_0564,Grape,Black_Rot,Diseased,1583.12,256,256,142.31,97.42
IMG_0565,Pepper,Healthy,Healthy,1686.62,256,256,146.72,22.45
IMG_0566,Cherry,Powdery_Mildew,Diseased,2038.49,256,256,79.91,82.13
IMG_0567,Cherry,Healthy,Healthy,1455.4,256,256,88.06,12.63
IMG_0568,Pepper,Bell_Bacterial_Spot,Diseased,1178.01,1024,1024,118.03,42.16
IMG_0569,Apple,Black_Rot,Diseased,1519.31,256,256,117.9,16.03
IMG_0570,Cherry,Powdery_Mildew,Diseased,1328.16,512,512,168.04,40.0
IMG_0571,Peach,Healthy,Healthy,1785.29,1024,1024,157.84,19.08
IMG_0572,Cherry,Powdery_Mildew,Diseased,1468.38,256,256,104.15,14.78
IMG_0573,Potato,Healthy,Healthy,,256,256,82.79,19.74
IMG_0574,Potato,Healthy,Healthy,2208.07,1024,1024,156.91,43.71
IMG_0575,Corn,Common_Rust,Diseased,1555.25,256,256,96.18,86.08
IMG_0576,Potato,Healthy,Healthy,1288.9,256,256,169.77,113.7
IMG_0577,Pepper,Bell_Bacterial_Spot,Diseased,1299.29,256,256,122.45,30.34
IMG_0578,Cherry,Healthy,Healthy,951.01,256,256,156.7,110.65
IMG_0579,Tomato,Late_Blight,Diseased,1181.78,256,256,119.17,293.13
IMG_0580,Apple,Black_Rot,Diseased,1669.76,256,256,150.24,128.78
IMG_0581,Strawberry,Leaf_Scorch,Diseased,1267.29,256,256,115.82,55.04
IMG_0582,Cherry,Powdery_Mildew,Diseased,1030.45,256,256,128.32,21.79
IMG_0583,Apple,Healthy,Healthy,1480.39,512,512,111.16,51.9
IMG_0584,Corn,Healthy,Healthy,1435.86,256,256,103.27,131.5
IMG_0585,Tomato,Late_Blight,Diseased,,256,256,115.55,29.19
IMG_0586,Potato,Healthy,Healthy,,256,256,93.76,49.98
IMG_0587,Peach,Bacterial_Spot,Diseased,1800.18,256,256,96.48,29.0
IMG_0588,Apple,Healthy,Healthy,979.47,256,256,166.6,19.97
IMG_0589,Potato,Healthy,Healthy,1051.62,256,256,,19.76
IMG_0590,Strawberry,Healthy,Healthy,692.5,256,256,96.25,34.51
IMG_0591,Peach,Bacterial_Spot,Diseased,1054.97,256,256,124.94,64.32
IMG_0592,Potato,Healthy,Healthy,1087.88,256,256,181.92,26.93
IMG_0593,Peach,Bacterial_Spot,Diseased,1389.35,256,256,137.8,66.18
IMG_0594,Peach,Bacterial_Spot,Diseased,1680.36,512,512,106.72,197.67
IMG_0595,Cherry,Powdery_Mildew,Diseased,1428.36,512,512,155.26,35.01
IMG_0596,Tomato,Late_Blight,Diseased,1658.33,256,256,135.42,45.1
IMG_0597,Apple,Rust,Diseased,1241.22,256,256,83.16,137.24
IMG_0598,Peach,Bacterial_Spot,Diseased,1093.38,256,256,168.86,20.09
IMG_0599,Pepper,Healthy,Healthy,896.72,256,256,90.93,29.06
IMG_0600,Grape,Black_Rot,Diseased,1037.21,512,512,148.63,82.33
IMG_0601,,Healthy,Healthy,6530.38,256,256,11.98,4.57
IMG_0602,Apple,Rust,Diseased,1556.71,256,256,159.25,162.23
IMG_0603,Corn,Healthy,Healthy,1981.22,512,512,132.01,17.06
IMG_0604,Tomato,Late_Blight,Diseased,1810.17,512,512,117.15,19.25
IMG_0605,Peach,Bacterial_Spot,Diseased,1418.51,512,512,98.83,49.8
IMG_0606,Potato,Healthy,Healthy,2222.61,512,512,132.36,98.22
IMG_0607,Apple,Healthy,Healthy,1987.28,256,256,,36.19
IMG_0608,Potato,Healthy,Healthy,1922.95,256,256,142.94,69.4
IMG_0609,Strawberry,Healthy,Healthy,1290.17,256,256,114.79,33.03
IMG_0610,Strawberry,Leaf_Scorch,Diseased,2040.88,256,256,151.21,45.44
IMG_0611,Pepper,Healthy,Healthy,1585.93,256,256,118.8,20.89
IMG_0612,Potato,Early_Blight,Diseased,1275.29,256,256,87.64,143.56
IMG_0613,Cherry,Healthy,Healthy,1164.15,512,512,75.54,52.29
IMG_0614,Strawberry,Leaf_Scorch,Diseased,1939.11,512,512,113.39,26.52
IMG_0615,Potato,Healthy,Healthy,1831.75,512,512,115.23,28.39
IMG_0616,Potato,Healthy,Healthy,1860.23,256,256,140.98,11.81
IMG_0617,Pepper,Healthy,Healthy,2001.14,256,256,135.8,108.82
IMG_0618,Cherry,Healthy,Healthy,1320.71,256,256,138.4,43.01
IMG_0619,Cherry,Healthy,Healthy,1863.86,512,512,145.29,48.25
IMG_0620,Strawberry,Leaf_Scorch,Diseased,1215.93,256,256,107.21,127.24
IMG_0621,Pepper,Healthy,Healthy,1074.48,256,256,84.5,27.22
IMG_0622,Apple,Rust,Diseased,1184.06,256,256,169.91,30.04
IMG_0623,Potato,Late_Blight,Diseased,1077.47,256,256,128.29,60.38
IMG_0624,Apple,Black_Rot,Diseased,1076.6,256,256,120.76,49.33
IMG_0625,Corn,Common_Rust,Diseased,1418.83,512,512,109.82,146.51
IMG_0626,Tomato,Late_Blight,Diseased,1588.14,512,512,151.28,115.36
IMG_0627,Grape,Healthy,Healthy,1013.09,256,256,97.1,89.59
IMG_0628,Strawberry,Healthy,Healthy,1563.79,256,256,105.78,22.46
IMG_0629,Tomato,Healthy,Healthy,,512,512,125.29,98.35
IMG_0630,Cherry,Healthy,Healthy,1924.06,256,256,124.75,20.66
IMG_0631,Potato,Late_Blight,Diseased,1611.6,512,512,92.77,60.48
IMG_0632,Cherry,Healthy,Healthy,1844.73,256,256,150.72,17.09
IMG_0633,Apple,Healthy,Healthy,1813.67,1024,1024,133.06,72.36
IMG_0634,Potato,Early_Blight,Diseased,2268.47,256,256,136.6,67.58
IMG_0635,Pepper,Healthy,Healthy,1056.02,256,256,107.53,14.2
IMG_0636,Peach,Healthy,Healthy,1958.82,256,256,133.67,43.07
IMG_0637,Peach,Bacterial_Spot,Diseased,1188.42,256,256,140.76,39.33
IMG_0638,Peach,Healthy,Healthy,1373.96,256,256,92.38,29.86
IMG_0639,Strawberry,Healthy,Healthy,1204.25,1024,1024,145.92,12.54
IMG_0640,Corn,Common_Rust,Diseased,1976.76,512,512,132.96,172.92
IMG_0641,Potato,Late_Blight,Diseased,775.68,256,256,138.05,99.47
IMG_0642,Peach,Healthy,Healthy,1693.23,512,512,116.69,12.1
IMG_0643,Pepper,Healthy,Healthy,1352.19,256,256,126.0,58.27
IMG_0644,Grape,Healthy,Healthy,1483.36,256,256,85.21,43.15
IMG_0645,Strawberry,Leaf_Scorch,Diseased,1162.35,256,256,132.88,27.81
IMG_0646,Tomato,Late_Blight,Diseased,1397.54,256,256,144.34,38.0
IMG_0647,Peach,Healthy,Healthy,1487.82,256,256,95.49,107.23
IMG_0648,Apple,Healthy,Healthy,1459.03,512,512,172.15,30.9
IMG_0649,Pepper,Bell_Bacterial_Spot,Diseased,1903.2,256,256,122.74,30.78
IMG_0650,Corn,Common_Rust,Diseased,1280.16,256,256,129.8,97.92
IMG_0651,Corn,Common_Rust,Diseased,1365.24,256,256,120.65,100.56
IMG_0652,Pepper,Healthy,Healthy,1602.26,1024,1024,116.01,69.57
IMG_0653,Pepper,Healthy,Healthy,1528.36,512,512,135.15,42.92
IMG_0654,Cherry,Healthy,Healthy,1141.59,256,256,153.68,53.7
IMG_0655,Apple,Rust,Diseased,1646.26,256,256,110.85,24.31
IMG_0656,Potato,Early_Blight,Diseased,1249.6,256,256,105.96,20.28
IMG_0657,Pepper,Healthy,Healthy,1677.41,256,256,173.57,29.87
IMG_0658,Pepper,Healthy,Healthy,819.15,256,256,116.26,10.6
IMG_0659,Tomato,Healthy,Healthy,1457.55,256,256,145.63,23.5
IMG_0660,Peach,Bacterial_Spot,Diseased,2181.86,256,256,82.11,23.71
IMG_0661,Strawberry,Healthy,Healthy,1565.84,256,256,127.41,34.13
IMG_0662,Cherry,Healthy,Healthy,1483.31,1024,1024,82.96,57.95
IMG_0663,Apple,Rust,Diseased,2016.09,256,256,155.01,35.9
IMG_0664,Tomato,Healthy,Healthy,983.86,512,512,125.54,46.41
IMG_0665,Apple,Rust,Diseased,1039.54,512,512,107.42,12.89
IMG_0666,Peach,Healthy,Healthy,364.37,1024,1024,129.15,31.02
IMG_0667,Peach,Bacterial_Spot,Diseased,1605.28,1024,1024,140.95,69.36
IMG_0668,Corn,Common_Rust,Diseased,1333.72,1024,1024,99.89,82.7
IMG_0669,Corn,Common_Rust,Diseased,1799.96,256,256,91.87,129.75
IMG_0670,Peach,Healthy,Healthy,1611.71,256,256,95.83,42.14
IMG_0671,Corn,Common_Rust,Diseased,1354.75,256,256,116.46,21.38
IMG_0672,Grape,Healthy,Healthy,697.02,256,256,69.63,94.82
IMG_0673,Tomato,Late_Blight,Diseased,1843.83,256,256,114.78,79.6
IMG_0674,Pepper,Healthy,Healthy,1531.92,256,256,128.43,309.94
IMG_0675,Strawberry,Leaf_Scorch,Diseased,,256,256,107.15,61.47
IMG_0676,Peach,Healthy,Healthy,1528.91,1024,1024,141.9,111.83
IMG_0677,Potato,Healthy,Healthy,1958.41,256,256,127.48,22.96
IMG_0678,Grape,Black_Rot,Diseased,1189.05,256,256,127.09,163.9
IMG_0679,Peach,Bacterial_Spot,Diseased,2218.53,256,256,135.46,26.59
IMG_0680,Grape,Black_Rot,Diseased,1818.79,256,256,116.9,45.46
IMG_0681,Peach,Healthy,Healthy,1526.64,1024,1024,142.9,109.89
IMG_0682,Grape,Healthy,Healthy,414.7,256,256,158.12,14.34
IMG_0683,Strawberry,Healthy,Healthy,1193.68,256,256,146.35,97.57
IMG_0684,Corn,Healthy,Healthy,1486.19,256,256,141.14,41.69
IMG_0685,Apple,Rust,Diseased,1039.18,256,256,165.2,10.48
IMG_0686,Corn,Healthy,Healthy,1663.49,256,256,98.77,29.97
IMG_0687,Cherry,Powdery_Mildew,Diseased,847.73,256,256,129.39,172.74
IMG_0688,Corn,Healthy,Healthy,1367.65,256,256,122.24,41.53
IMG_0689,,Healthy,Healthy,778.19,256,256,118.59,88.51
